hidden_layers,activation_fn,epochs,learning_rate,batch_size,accuracy
[4],relu,50,0.0001,16,0.6614944875459371
[4],relu,50,0.0001,32,0.662106982441813
[4],relu,50,0.0001,64,0.30890159248672927
[4],relu,50,0.0001,128,0.33483054307880766
[4],relu,50,0.0001,256,0.5020416496529195
[4],relu,50,0.0001,512,0.3301347488770927
[4],relu,100,10.0,16,0.33483054307880766
[4],relu,100,10.0,32,0.6651694569211923
[4],relu,100,10.0,64,0.6651694569211923
[4],relu,100,10.0,128,0.3389138423846468
[4],relu,100,10.0,256,0.33483054307880766
[4],relu,100,10.0,512,0.3366680277664353
[4],relu,100,1.0,16,0.5610453246222948
[4],relu,100,1.0,32,0.7047774601878317
[4],relu,100,1.0,64,0.7672519395671703
[4],relu,100,1.0,128,0.6904859126173949
[4],relu,100,1.0,256,0.7562270314414047
[4],relu,100,1.0,512,0.7703144140465497
[4],relu,100,0.1,16,0.7686810943242139
[4],relu,100,0.1,32,0.7709269089424254
[4],relu,100,0.1,64,0.7729685585953451
[4],relu,100,0.1,128,0.7766435279706002
[4],relu,100,0.1,256,0.7709269089424254
[4],relu,100,0.1,512,0.7627603103307472
[4],relu,100,0.01,16,0.764189465087791
[4],relu,100,0.01,32,0.7690894242547979
[4],relu,100,0.01,64,0.7627603103307472
[4],relu,100,0.01,128,0.7601061657819518
[4],relu,100,0.01,256,0.7505104124132299
[4],relu,100,0.01,512,0.7245814618211515
[4],relu,100,0.001,16,0.7633728052266231
[4],relu,100,0.001,32,0.7380563495304205
[4],relu,100,0.001,64,0.680685994283381
[4],relu,100,0.001,128,0.6737443854634545
[4],relu,100,0.001,256,0.6651694569211923
[4],relu,100,0.001,512,0.6629236423029808
[4],relu,100,0.0001,16,0.7019191506737444
[4],relu,100,0.0001,32,0.6457737852184565
[4],relu,100,0.0001,64,0.6700694160881993
[4],relu,100,0.0001,128,0.3344222131482238
[4],relu,100,0.0001,256,0.33483054307880766
[4],relu,100,0.0001,512,0.6651694569211923
[4],relu,250,10.0,16,0.33483054307880766
[4],relu,250,10.0,32,0.33483054307880766
[4],relu,250,10.0,64,0.6661902817476522
[4],relu,250,10.0,128,0.33483054307880766
[4],relu,250,10.0,256,0.6653736218864843
[4],relu,250,10.0,512,0.6749693752552062
[4],relu,250,1.0,16,0.3358513679052675
[4],relu,250,1.0,32,0.7078399346672111
[4],relu,250,1.0,64,0.7609228256431196
[4],relu,250,1.0,128,0.764189465087791
[4],relu,250,1.0,256,0.7719477337688853
[4],relu,250,1.0,512,0.7701102490812577
[4],relu,250,0.1,16,0.7703144140465497
[4],relu,250,0.1,32,0.7631686402613311
[4],relu,250,0.1,64,0.7701102490812577
[4],relu,250,0.1,128,0.777868517762352
[4],relu,250,0.1,256,0.7727643936300531
[4],relu,250,0.1,512,0.7725602286647612
[4],relu,250,0.01,16,0.7652102899142507
[4],relu,250,0.01,32,0.7692935892200898
[4],relu,250,0.01,64,0.7603103307472437
[4],relu,250,0.01,128,0.764189465087791
[4],relu,250,0.01,256,0.7601061657819518
[4],relu,250,0.01,512,0.7603103307472437
[4],relu,250,0.001,16,0.7656186198448346
[4],relu,250,0.001,32,0.7586770110249081
[4],relu,250,0.001,64,0.6651694569211923
[4],relu,250,0.001,128,0.7253981216823193
[4],relu,250,0.001,256,0.7060024499795835
[4],relu,250,0.001,512,0.6651694569211923
[4],relu,250,0.0001,16,0.7288689260922826
[4],relu,250,0.0001,32,0.6692527562270314
[4],relu,250,0.0001,64,0.6659861167823602
[4],relu,250,0.0001,128,0.6543487137607187
[4],relu,250,0.0001,256,0.6651694569211923
[4],relu,250,0.0001,512,0.6080032666394447
[4],softmax,1,10.0,16,0.6651694569211923
[4],softmax,1,10.0,32,0.6651694569211923
[4],softmax,1,10.0,64,0.6651694569211923
[4],softmax,1,10.0,128,0.7215189873417721
[4],softmax,1,10.0,256,0.7290730910575746
[4],softmax,1,10.0,512,0.6766026949775419
[4],softmax,1,1.0,16,0.7547978766843609
[4],softmax,1,1.0,32,0.6651694569211923
[4],softmax,1,1.0,64,0.7484687627603104
[4],softmax,1,1.0,128,0.7272356063699469
[4],softmax,1,1.0,256,0.7300939158840343
[4],softmax,1,1.0,512,0.6651694569211923
[4],softmax,1,0.1,16,0.6651694569211923
[4],softmax,1,0.1,32,0.6651694569211923
[4],softmax,1,0.1,64,0.6653736218864843
[4],softmax,1,0.1,128,0.6651694569211923
[4],softmax,1,0.1,256,0.6651694569211923
[4],softmax,1,0.1,512,0.6657819518170682
[4],softmax,1,0.01,16,0.6651694569211923
[4],softmax,1,0.01,32,0.6670069416088199
[4],softmax,1,0.01,64,0.6651694569211923
[4],softmax,1,0.01,128,0.6651694569211923
[4],softmax,1,0.01,256,0.33278889342588813
[4],softmax,1,0.01,512,0.3346263781135157
[4],softmax,1,0.001,16,0.49285422621478153
[4],softmax,1,0.001,32,0.33483054307880766
[4],softmax,1,0.001,64,0.3360555328705594
[4],softmax,1,0.001,128,0.3352388730093916
[4],softmax,1,0.001,256,0.6651694569211923
[4],softmax,1,0.001,512,0.6651694569211923
[4],softmax,1,0.0001,16,0.5422621478154349
[4],softmax,1,0.0001,32,0.6651694569211923
[4],softmax,1,0.0001,64,0.33483054307880766
[4],softmax,1,0.0001,128,0.33483054307880766
[4],softmax,1,0.0001,256,0.33483054307880766
[4],softmax,1,0.0001,512,0.6651694569211923
[4],softmax,10,10.0,16,0.33483054307880766
[4],softmax,10,10.0,32,0.6374030216414863
[4],softmax,10,10.0,64,0.33483054307880766
[4],softmax,10,10.0,128,0.7439771335238873
[4],softmax,10,10.0,256,0.6651694569211923
[4],softmax,10,10.0,512,0.731523070641078
[4],softmax,10,1.0,16,0.7643936300530829
[4],softmax,10,1.0,32,0.731523070641078
[4],softmax,10,1.0,64,0.7578603511637403
[4],softmax,10,1.0,128,0.7705185790118416
[4],softmax,10,1.0,256,0.7678644344630461
[4],softmax,10,1.0,512,0.7588811759902001
[4],softmax,10,0.1,16,0.763781135157207
[4],softmax,10,0.1,32,0.768068599428338
[4],softmax,10,0.1,64,0.7462229481420988
[4],softmax,10,0.1,128,0.7349938750510412
[4],softmax,10,0.1,256,0.6651694569211923
[4],softmax,10,0.1,512,0.6653736218864843
[4],softmax,10,0.01,16,0.7258064516129032
[4],softmax,10,0.01,32,0.6651694569211923
[4],softmax,10,0.01,64,0.6651694569211923
[4],softmax,10,0.01,128,0.6651694569211923
[4],softmax,10,0.01,256,0.6651694569211923
[4],softmax,10,0.01,512,0.5308289097590854
[4],softmax,10,0.001,16,0.6651694569211923
[4],softmax,10,0.001,32,0.6649652919559004
[4],softmax,10,0.001,64,0.6651694569211923
[4],softmax,10,0.001,128,0.33483054307880766
[4],softmax,10,0.001,256,0.33483054307880766
[4],softmax,10,0.001,512,0.6651694569211923
[4],softmax,10,0.0001,16,0.3634136382196815
[4],softmax,10,0.0001,32,0.6567986933442221
[4],softmax,10,0.0001,64,0.33483054307880766
[4],softmax,10,0.0001,128,0.337893017558187
[4],softmax,10,0.0001,256,0.34381380155165375
[4],softmax,10,0.0001,512,0.33483054307880766
[4],softmax,25,10.0,16,0.6651694569211923
[4],softmax,25,10.0,32,0.33483054307880766
[4],softmax,25,10.0,64,0.33483054307880766
[4],softmax,25,10.0,128,0.731931400571662
[4],softmax,25,10.0,256,0.7264189465087791
[4],softmax,25,10.0,512,0.7572478562678644
[4],softmax,25,1.0,16,0.7372396896692528
[4],softmax,25,1.0,32,0.7582686810943242
[4],softmax,25,1.0,64,0.7772560228664761
[4],softmax,25,1.0,128,0.7690894242547979
[4],softmax,25,1.0,256,0.7570436913025724
[4],softmax,25,1.0,512,0.7607186606778277
[4],softmax,25,0.1,16,0.7699060841159657
[4],softmax,25,0.1,32,0.7699060841159657
[4],softmax,25,0.1,64,0.7605144957125357
[4],softmax,25,0.1,128,0.7607186606778277
[4],softmax,25,0.1,256,0.7550020416496529
[4],softmax,25,0.1,512,0.7123315639036342
[4],softmax,25,0.01,16,0.7631686402613311
[4],softmax,25,0.01,32,0.7276439363005308
[4],softmax,25,0.01,64,0.6651694569211923
[4],softmax,25,0.01,128,0.6651694569211923
[4],softmax,25,0.01,256,0.6651694569211923
[4],softmax,25,0.01,512,0.6649652919559004
[4],softmax,25,0.001,16,0.6651694569211923
[4],softmax,25,0.001,32,0.6651694569211923
[4],softmax,25,0.001,64,0.6651694569211923
[4],softmax,25,0.001,128,0.6651694569211923
[4],softmax,25,0.001,256,0.6418946508779093
[4],softmax,25,0.001,512,0.33483054307880766
[4],softmax,25,0.0001,16,0.6651694569211923
[4],softmax,25,0.0001,32,0.6649652919559004
[4],softmax,25,0.0001,64,0.4430379746835443
[4],softmax,25,0.0001,128,0.33483054307880766
[4],softmax,25,0.0001,256,0.33483054307880766
[4],softmax,25,0.0001,512,0.33483054307880766
[4],softmax,50,10.0,16,0.33483054307880766
[4],softmax,50,10.0,32,0.6651694569211923
[4],softmax,50,10.0,64,0.7686810943242139
[4],softmax,50,10.0,128,0.7627603103307472
[4],softmax,50,10.0,256,0.6447529603919967
[4],softmax,50,10.0,512,0.7564311964066966
[4],softmax,50,1.0,16,0.7270314414046549
[4],softmax,50,1.0,32,0.7727643936300531
[4],softmax,50,1.0,64,0.7650061249489588
[4],softmax,50,1.0,128,0.7766435279706002
[4],softmax,50,1.0,256,0.7550020416496529
[4],softmax,50,1.0,512,0.7733768885259289
[4],softmax,50,0.1,16,0.7692935892200898
[4],softmax,50,0.1,32,0.7721518987341772
[4],softmax,50,0.1,64,0.7621478154348714
[4],softmax,50,0.1,128,0.7627603103307472
[4],softmax,50,0.1,256,0.7568395263372806
[4],softmax,50,0.1,512,0.7486729277256022
[4],softmax,50,0.01,16,0.7633728052266231
[4],softmax,50,0.01,32,0.7564311964066966
[4],softmax,50,0.01,64,0.7278481012658228
[4],softmax,50,0.01,128,0.6784401796651695
[4],softmax,50,0.01,256,0.6651694569211923
[4],softmax,50,0.01,512,0.6651694569211923
[4],softmax,50,0.001,16,0.6651694569211923
[4],softmax,50,0.001,32,0.6651694569211923
[4],softmax,50,0.001,64,0.6651694569211923
[4],softmax,50,0.001,128,0.6651694569211923
[4],softmax,50,0.001,256,0.6651694569211923
[4],softmax,50,0.001,512,0.6653736218864843
[4],softmax,50,0.0001,16,0.6651694569211923
[4],softmax,50,0.0001,32,0.6653736218864843
[4],softmax,50,0.0001,64,0.33483054307880766
[4],softmax,50,0.0001,128,0.33483054307880766
[4],softmax,50,0.0001,256,0.6651694569211923
[4],softmax,50,0.0001,512,0.33483054307880766
[4],softmax,100,10.0,16,0.6651694569211923
[4],softmax,100,10.0,32,0.7666394446712944
[4],softmax,100,10.0,64,0.6392405063291139
[4],softmax,100,10.0,128,0.6651694569211923
[4],softmax,100,10.0,256,0.773172723560637
[4],softmax,100,10.0,512,0.6651694569211923
[4],softmax,100,1.0,16,0.7772560228664761
[4],softmax,100,1.0,32,0.7735810534912209
[4],softmax,100,1.0,64,0.7762351980400163
[4],softmax,100,1.0,128,0.7678644344630461
[4],softmax,100,1.0,256,0.7709269089424254
[4],softmax,100,1.0,512,0.7743977133523887
[4],softmax,100,0.1,16,0.7807268272764394
[4],softmax,100,0.1,32,0.7739893834218048
[4],softmax,100,0.1,64,0.7756227031441405
[4],softmax,100,0.1,128,0.7746018783176807
[4],softmax,100,0.1,256,0.7633728052266231
[4],softmax,100,0.1,512,0.7605144957125357
[4],softmax,100,0.01,16,0.7739893834218048
[4],softmax,100,0.01,32,0.763781135157207
[4],softmax,100,0.01,64,0.7617394855042875
[4],softmax,100,0.01,128,0.7135565536953858
[4],softmax,100,0.01,256,0.6651694569211923
[4],softmax,100,0.01,512,0.6651694569211923
[4],softmax,100,0.001,16,0.7225398121682319
[4],softmax,100,0.001,32,0.6772151898734177
[4],softmax,100,0.001,64,0.6651694569211923
[4],softmax,100,0.001,128,0.6651694569211923
[4],softmax,100,0.001,256,0.6651694569211923
[4],softmax,100,0.001,512,0.6651694569211923
[4],softmax,100,0.0001,16,0.6651694569211923
[4],softmax,100,0.0001,32,0.6651694569211923
[4],softmax,100,0.0001,64,0.35014291547570436
[4],softmax,100,0.0001,128,0.33483054307880766
[4],softmax,100,0.0001,256,0.559820334830543
[4],softmax,100,0.0001,512,0.33687219273172725
[4],softmax,250,10.0,16,0.6651694569211923
[4],softmax,250,10.0,32,0.33483054307880766
[4],softmax,250,10.0,64,0.6651694569211923
[4],softmax,250,10.0,128,0.6188240097999184
[4],softmax,250,10.0,256,0.33483054307880766
[4],softmax,250,10.0,512,0.77766435279706
[4],softmax,250,1.0,16,0.7584728460596162
[4],softmax,250,1.0,32,0.782155982033483
[4],softmax,250,1.0,64,0.7837893017558187
[4],softmax,250,1.0,128,0.7837893017558187
[4],softmax,250,1.0,256,0.7672519395671703
[4],softmax,250,1.0,512,0.7670477746018783
[4],softmax,250,0.1,16,0.7841976316864027
[4],softmax,250,0.1,32,0.7705185790118416
[4],softmax,250,0.1,64,0.7666394446712944
[4],softmax,250,0.1,128,0.7627603103307472
[4],softmax,250,0.1,256,0.7750102082482646
[4],softmax,250,0.1,512,0.7739893834218048
[4],softmax,250,0.01,16,0.7756227031441405
[4],softmax,250,0.01,32,0.7625561453654552
[4],softmax,250,0.01,64,0.7584728460596162
[4],softmax,250,0.01,128,0.7588811759902001
[4],softmax,250,0.01,256,0.740506329113924
[4],softmax,250,0.01,512,0.7121273989383422
[4],softmax,250,0.001,16,0.7586770110249081
[4],softmax,250,0.001,32,0.6749693752552062
[4],softmax,250,0.001,64,0.6690485912617394
[4],softmax,250,0.001,128,0.6651694569211923
[4],softmax,250,0.001,256,0.6651694569211923
[4],softmax,250,0.001,512,0.6651694569211923
[4],softmax,250,0.0001,16,0.6651694569211923
[4],softmax,250,0.0001,32,0.6651694569211923
[4],softmax,250,0.0001,64,0.6651694569211923
[4],softmax,250,0.0001,128,0.6649652919559004
[4],softmax,250,0.0001,256,0.6645569620253164
[4],softmax,250,0.0001,512,0.6651694569211923
[4],tanh,1,10.0,16,0.6753777051857901
[4],tanh,1,10.0,32,0.35769701919150676
[4],tanh,1,10.0,64,0.3985300122498979
[4],tanh,1,10.0,128,0.5100040832993058
[4],tanh,1,10.0,256,0.6273989383421805
[4],tanh,1,10.0,512,0.6823193140057167
[4],tanh,1,1.0,16,0.7441812984891792
[4],tanh,1,1.0,32,0.7335647202939976
[4],tanh,1,1.0,64,0.7423438138015517
[4],tanh,1,1.0,128,0.7439771335238873
[4],tanh,1,1.0,256,0.7347897100857493
[4],tanh,1,1.0,512,0.7368313597386689
[4],tanh,1,0.1,16,0.7507145773785219
[4],tanh,1,0.1,32,0.7435688035933034
[4],tanh,1,0.1,64,0.7376480195998366
[4],tanh,1,0.1,128,0.6829318089015924
[4],tanh,1,0.1,256,0.6723152307064107
[4],tanh,1,0.1,512,0.7227439771335239
[4],tanh,1,0.01,16,0.6823193140057167
[4],tanh,1,0.01,32,0.6951817068191098
[4],tanh,1,0.01,64,0.6318905675786035
[4],tanh,1,0.01,128,0.37811351572070234
[4],tanh,1,0.01,256,0.33217639853001224
[4],tanh,1,0.01,512,0.6596570028583095
[4],tanh,1,0.001,16,0.42588811759902
[4],tanh,1,0.001,32,0.5518579011841568
[4],tanh,1,0.001,64,0.657411188240098
[4],tanh,1,0.001,128,0.5114332380563495
[4],tanh,1,0.001,256,0.5024499795835035
[4],tanh,1,0.001,512,0.6133115557370356
[4],tanh,1,0.0001,16,0.388934258881176
[4],tanh,1,0.0001,32,0.3832176398530012
[4],tanh,1,0.0001,64,0.4714169048591262
[4],tanh,1,0.0001,128,0.550837076357697
[4],tanh,1,0.0001,256,0.35361371988566764
[4],tanh,1,0.0001,512,0.5377705185790118
[4],tanh,10,10.0,16,0.7288689260922826
[4],tanh,10,10.0,32,0.7109024091465904
[4],tanh,10,10.0,64,0.65761535320539
[4],tanh,10,10.0,128,0.5089832584728461
[4],tanh,10,10.0,256,0.6635361371988566
[4],tanh,10,10.0,512,0.722131482237648
[4],tanh,10,1.0,16,0.34932625561453656
[4],tanh,10,1.0,32,0.7237648019599837
[4],tanh,10,1.0,64,0.7621478154348714
[4],tanh,10,1.0,128,0.7633728052266231
[4],tanh,10,1.0,256,0.7488770926908942
[4],tanh,10,1.0,512,0.7621478154348714
[4],tanh,10,0.1,16,0.7627603103307472
[4],tanh,10,0.1,32,0.7656186198448346
[4],tanh,10,0.1,64,0.759493670886076
[4],tanh,10,0.1,128,0.7590853409554921
[4],tanh,10,0.1,256,0.754593711719069
[4],tanh,10,0.1,512,0.740710494079216
[4],tanh,10,0.01,16,0.7580645161290323
[4],tanh,10,0.01,32,0.736014699877501
[4],tanh,10,0.01,64,0.703756635361372
[4],tanh,10,0.01,128,0.7274397713352388
[4],tanh,10,0.01,256,0.6982441812984892
[4],tanh,10,0.01,512,0.6719069007758268
[4],tanh,10,0.001,16,0.6753777051857901
[4],tanh,10,0.001,32,0.6915067374438546
[4],tanh,10,0.001,64,0.6823193140057167
[4],tanh,10,0.001,128,0.30338913842384646
[4],tanh,10,0.001,256,0.5894242547978766
[4],tanh,10,0.001,512,0.560228664761127
[4],tanh,10,0.0001,16,0.5955492037566353
[4],tanh,10,0.0001,32,0.6586361780318497
[4],tanh,10,0.0001,64,0.6641486320947325
[4],tanh,10,0.0001,128,0.6637403021641486
[4],tanh,10,0.0001,256,0.6651694569211923
[4],tanh,10,0.0001,512,0.6500612494895875
[4],tanh,25,10.0,16,0.5886075949367089
[4],tanh,25,10.0,32,0.6131073907717436
[4],tanh,25,10.0,64,0.6476112699060841
[4],tanh,25,10.0,128,0.6751735402204981
[4],tanh,25,10.0,256,0.6913025724785626
[4],tanh,25,10.0,512,0.6890567578603511
[4],tanh,25,1.0,16,0.717844017966517
[4],tanh,25,1.0,32,0.6729277256022866
[4],tanh,25,1.0,64,0.7582686810943242
[4],tanh,25,1.0,128,0.7584728460596162
[4],tanh,25,1.0,256,0.7523478971008575
[4],tanh,25,1.0,512,0.7645977950183749
[4],tanh,25,0.1,16,0.7629644752960392
[4],tanh,25,0.1,32,0.7635769701919151
[4],tanh,25,0.1,64,0.7678644344630461
[4],tanh,25,0.1,128,0.7601061657819518
[4],tanh,25,0.1,256,0.7568395263372806
[4],tanh,25,0.1,512,0.7582686810943242
[4],tanh,25,0.01,16,0.7607186606778277
[4],tanh,25,0.01,32,0.7568395263372806
[4],tanh,25,0.01,64,0.7537770518579012
[4],tanh,25,0.01,128,0.7411188240097999
[4],tanh,25,0.01,256,0.6782360146998775
[4],tanh,25,0.01,512,0.6651694569211923
[4],tanh,25,0.001,16,0.7194773376888526
[4],tanh,25,0.001,32,0.6815026541445488
[4],tanh,25,0.001,64,0.6819109840751327
[4],tanh,25,0.001,128,0.6674152715394038
[4],tanh,25,0.001,256,0.5579828501429155
[4],tanh,25,0.001,512,0.6243364638628012
[4],tanh,25,0.0001,16,0.6704777460187832
[4],tanh,25,0.0001,32,0.676194365046958
[4],tanh,25,0.0001,64,0.3352388730093916
[4],tanh,25,0.0001,128,0.5886075949367089
[4],tanh,25,0.0001,256,0.5761535320538995
[4],tanh,25,0.0001,512,0.6651694569211923
[4],tanh,50,10.0,16,0.7062066149448755
[4],tanh,50,10.0,32,0.6725193956717027
[4],tanh,50,10.0,64,0.6433238056349531
[4],tanh,50,10.0,128,0.7253981216823193
[4],tanh,50,10.0,256,0.6345447121273989
[4],tanh,50,10.0,512,0.6837484687627603
[4],tanh,50,1.0,16,0.7801143323805635
[4],tanh,50,1.0,32,0.7535728868926093
[4],tanh,50,1.0,64,0.7768476929358922
[4],tanh,50,1.0,128,0.7611269906084116
[4],tanh,50,1.0,256,0.7770518579011841
[4],tanh,50,1.0,512,0.7648019599836668
[4],tanh,50,0.1,16,0.7656186198448346
[4],tanh,50,0.1,32,0.7596978358513679
[4],tanh,50,0.1,64,0.7662311147407105
[4],tanh,50,0.1,128,0.7668436096365864
[4],tanh,50,0.1,256,0.759289505920784
[4],tanh,50,0.1,512,0.7599020008166598
[4],tanh,50,0.01,16,0.7615353205389955
[4],tanh,50,0.01,32,0.7590853409554921
[4],tanh,50,0.01,64,0.7576561861984483
[4],tanh,50,0.01,128,0.754593711719069
[4],tanh,50,0.01,256,0.7249897917517354
[4],tanh,50,0.01,512,0.7133523887300939
[4],tanh,50,0.001,16,0.7345855451204574
[4],tanh,50,0.001,32,0.7307064107799102
[4],tanh,50,0.001,64,0.6882400979991833
[4],tanh,50,0.001,128,0.6698652511229073
[4],tanh,50,0.001,256,0.6245406288280931
[4],tanh,50,0.001,512,0.6533278889342589
[4],tanh,50,0.0001,16,0.7111065741118824
[4],tanh,50,0.0001,32,0.6825234789710086
[4],tanh,50,0.0001,64,0.6598611678236015
[4],tanh,50,0.0001,128,0.4013883217639853
[4],tanh,50,0.0001,256,0.6010616578195181
[4],tanh,50,0.0001,512,0.47611269906084114
[4],tanh,100,10.0,16,0.6982441812984892
[4],tanh,100,10.0,32,0.6033074724377296
[4],tanh,100,10.0,64,0.7243772968558595
[4],tanh,100,10.0,128,0.6894650877909351
[4],tanh,100,10.0,256,0.7329522253981217
[4],tanh,100,10.0,512,0.7305022458146182
[4],tanh,100,1.0,16,0.7131482237648019
[4],tanh,100,1.0,32,0.7100857492854227
[4],tanh,100,1.0,64,0.777868517762352
[4],tanh,100,1.0,128,0.7692935892200898
[4],tanh,100,1.0,256,0.7550020416496529
[4],tanh,100,1.0,512,0.764189465087791
[4],tanh,100,0.1,16,0.7670477746018783
[4],tanh,100,0.1,32,0.7760310330747244
[4],tanh,100,0.1,64,0.7752143732135566
[4],tanh,100,0.1,128,0.7729685585953451
[4],tanh,100,0.1,256,0.7650061249489588
[4],tanh,100,0.1,512,0.7539812168231932
[4],tanh,100,0.01,16,0.7750102082482646
[4],tanh,100,0.01,32,0.7564311964066966
[4],tanh,100,0.01,64,0.7564311964066966
[4],tanh,100,0.01,128,0.7554103715802368
[4],tanh,100,0.01,256,0.7550020416496529
[4],tanh,100,0.01,512,0.7331563903634136
[4],tanh,100,0.001,16,0.7590853409554921
[4],tanh,100,0.001,32,0.7490812576561862
[4],tanh,100,0.001,64,0.7327480604328297
[4],tanh,100,0.001,128,0.7190690077582687
[4],tanh,100,0.001,256,0.6776235198040016
[4],tanh,100,0.001,512,0.6586361780318497
[4],tanh,100,0.0001,16,0.6657819518170682
[4],tanh,100,0.0001,32,0.699060841159657
[4],tanh,100,0.0001,64,0.620457329522254
[4],tanh,100,0.0001,128,0.6661902817476522
[4],tanh,100,0.0001,256,0.3350347080440996
[4],tanh,100,0.0001,512,0.4797876684360964
[4],tanh,250,10.0,16,0.671498570845243
[4],tanh,250,10.0,32,0.6594528378930176
[4],tanh,250,10.0,64,0.7160065332788893
[4],tanh,250,10.0,128,0.5759493670886076
[4],tanh,250,10.0,256,0.4017966516945692
[4],tanh,250,10.0,512,0.6770110249081258
[4],tanh,250,1.0,16,0.7023274806043283
[4],tanh,250,1.0,32,0.7733768885259289
[4],tanh,250,1.0,64,0.7733768885259289
[4],tanh,250,1.0,128,0.7635769701919151
[4],tanh,250,1.0,256,0.7692935892200898
[4],tanh,250,1.0,512,0.7690894242547979
[4],tanh,250,0.1,16,0.7746018783176807
[4],tanh,250,0.1,32,0.7746018783176807
[4],tanh,250,0.1,64,0.7727643936300531
