hidden_layers,activation_fn,epochs,learning_rate,batch_size,mse
[64],softmax,1,1.0,64,54.685074
[64],softmax,1,1.0,128,4.825338
[64],softmax,1,1.0,256,0.6333485
[64],softmax,1,1.0,512,0.37182745
[64],softmax,1,0.1,16,0.021081425
[64],softmax,1,0.1,32,0.02316801
[64],softmax,1,0.1,64,0.021979492
[64],softmax,1,0.1,128,0.0217787
[64],softmax,1,0.1,256,0.021584764
[64],softmax,1,0.1,512,0.024773752
[64],softmax,1,0.01,16,0.021393603
[64],softmax,1,0.01,32,0.022333937
[64],softmax,1,0.01,64,0.031131325
[64],softmax,1,0.01,128,0.0930665
[64],softmax,1,0.01,256,0.113858156
[64],softmax,1,0.01,512,0.21967821
[64],softmax,1,0.001,16,0.07128885
[64],softmax,1,0.001,32,0.1675269
[64],softmax,1,0.001,64,0.15843366
[64],softmax,1,0.001,128,0.19072855
[64],softmax,1,0.001,256,0.34791395
[64],softmax,1,0.001,512,0.16105509
[64],softmax,1,0.0001,16,0.28506392
[64],softmax,1,0.0001,32,0.36283588
[64],softmax,1,0.0001,64,0.16386779
[64],softmax,1,0.0001,128,0.26230666
[64],softmax,1,0.0001,256,0.3797055
[64],softmax,1,0.0001,512,0.33602807
[64],softmax,10,10.0,16,
[64],softmax,10,10.0,32,
[64],softmax,10,10.0,64,
[64],softmax,10,10.0,128,
[64],softmax,10,10.0,256,
[64],softmax,10,10.0,512,
[64],softmax,10,1.0,16,
[64],softmax,10,1.0,32,
[64],softmax,10,1.0,64,
[64],softmax,10,1.0,128,
[64],softmax,10,1.0,256,6.796305e+34
[64],softmax,10,1.0,512,163.70036
[64],softmax,10,0.1,16,0.018206194
[64],softmax,10,0.1,32,0.020110194
[64],softmax,10,0.1,64,0.020362979
[64],softmax,10,0.1,128,0.02095715
[64],softmax,10,0.1,256,0.021124013
[64],softmax,10,0.1,512,0.021827197
[64],softmax,10,0.01,16,0.021303406
[64],softmax,10,0.01,32,0.021411961
[64],softmax,10,0.01,64,0.021967273
[64],softmax,10,0.01,128,0.021973707
[64],softmax,10,0.01,256,0.02225618
[64],softmax,10,0.01,512,0.023848163
[64],softmax,10,0.001,16,0.022058547
[64],softmax,10,0.001,32,0.022730848
[64],softmax,10,0.001,64,0.030425804
[64],softmax,10,0.001,128,0.04661156
[64],softmax,10,0.001,256,0.15567008
[64],softmax,10,0.001,512,0.27451465
[64],softmax,10,0.0001,16,0.1043728
[64],softmax,10,0.0001,32,0.15840113
[64],softmax,10,0.0001,64,0.20335174
[64],softmax,10,0.0001,128,0.13050382
[64],softmax,10,0.0001,256,0.25705093
[64],softmax,10,0.0001,512,0.27357227
[64],softmax,25,10.0,16,
[64],softmax,25,10.0,32,
[64],softmax,25,10.0,64,
[64],softmax,25,10.0,128,
[64],softmax,25,10.0,256,
[64],softmax,25,10.0,512,
[64],softmax,25,1.0,16,
[64],softmax,25,1.0,32,
[64],softmax,25,1.0,64,
[64],softmax,25,1.0,128,
[64],softmax,25,1.0,256,
[64],softmax,25,1.0,512,
[64],softmax,25,0.1,16,0.016038308
[64],softmax,25,0.1,32,0.016865278
[64],softmax,25,0.1,64,0.019033788
[64],softmax,25,0.1,128,0.020581441
[64],softmax,25,0.1,256,0.021076651
[64],softmax,25,0.1,512,0.021188945
[64],softmax,25,0.01,16,0.020403374
[64],softmax,25,0.01,32,0.020931326
[64],softmax,25,0.01,64,0.02142378
[64],softmax,25,0.01,128,0.02160676
[64],softmax,25,0.01,256,0.021480942
[64],softmax,25,0.01,512,0.021763962
[64],softmax,25,0.001,16,0.021344671
[64],softmax,25,0.001,32,0.021444868
[64],softmax,25,0.001,64,0.02159565
[64],softmax,25,0.001,128,0.024956392
[64],softmax,25,0.001,256,0.06321061
[64],softmax,25,0.001,512,0.11533788
[64],softmax,25,0.0001,16,0.029468339
[64],softmax,25,0.0001,32,0.06776202
[64],softmax,25,0.0001,64,0.13031246
[64],softmax,25,0.0001,128,0.13605003
[64],softmax,25,0.0001,256,0.26210478
[64],softmax,25,0.0001,512,0.2142824
[64],softmax,50,10.0,16,
[64],softmax,50,10.0,32,
[64],softmax,50,10.0,64,
[64],softmax,50,10.0,128,
[64],softmax,50,10.0,256,
[64],softmax,50,10.0,512,
[64],softmax,50,1.0,16,
[64],softmax,50,1.0,32,
[64],softmax,50,1.0,64,
[64],softmax,50,1.0,128,
[64],softmax,50,1.0,256,
[64],softmax,50,1.0,512,
[64],softmax,50,0.1,16,0.014859556
[64],softmax,50,0.1,32,0.01544906
[64],softmax,50,0.1,64,0.017124087
[64],softmax,50,0.1,128,0.019065937
[64],softmax,50,0.1,256,0.01990956
[64],softmax,50,0.1,512,0.021341918
[64],softmax,50,0.01,16,0.01931464
[64],softmax,50,0.01,32,0.019927522
[64],softmax,50,0.01,64,0.021079743
[64],softmax,50,0.01,128,0.021619368
[64],softmax,50,0.01,256,0.021660713
[64],softmax,50,0.01,512,0.021852184
[64],softmax,50,0.001,16,0.021508088
[64],softmax,50,0.001,32,0.021586018
[64],softmax,50,0.001,64,0.021819139
[64],softmax,50,0.001,128,0.022023082
[64],softmax,50,0.001,256,0.027629081
[64],softmax,50,0.001,512,0.05736521
[64],softmax,50,0.0001,16,0.021741383
[64],softmax,50,0.0001,32,0.032734867
[64],softmax,50,0.0001,64,0.08259435
[64],softmax,50,0.0001,128,0.094949365
[64],softmax,50,0.0001,256,0.11923689
[64],softmax,50,0.0001,512,0.252186
[64],softmax,100,10.0,16,
[64],softmax,100,10.0,32,
[64],softmax,100,10.0,64,
[64],softmax,100,10.0,128,
[64],softmax,100,10.0,256,
[64],softmax,100,10.0,512,
[64],softmax,100,1.0,16,
[64],softmax,100,1.0,32,
[64],softmax,100,1.0,64,
[64],softmax,100,1.0,128,
[64],softmax,100,1.0,256,
[64],softmax,100,1.0,512,
[64],softmax,100,0.1,16,0.014131598
[64],softmax,100,0.1,32,0.014819096
[64],softmax,100,0.1,64,0.015235051
[64],softmax,100,0.1,128,0.016901864
[64],softmax,100,0.1,256,0.019249422
[64],softmax,100,0.1,512,0.020287294
[64],softmax,100,0.01,16,0.017779227
[64],softmax,100,0.01,32,0.01948344
[64],softmax,100,0.01,64,0.020531006
[64],softmax,100,0.01,128,0.021106198
[64],softmax,100,0.01,256,0.021300588
[64],softmax,100,0.01,512,0.02192116
[64],softmax,100,0.001,16,0.021713298
[64],softmax,100,0.001,32,0.021367809
[64],softmax,100,0.001,64,0.02189891
[64],softmax,100,0.001,128,0.021334114
[64],softmax,100,0.001,256,0.02174742
[64],softmax,100,0.001,512,0.024357378
[64],softmax,100,0.0001,16,0.021647973
[64],softmax,100,0.0001,32,0.022326048
[64],softmax,100,0.0001,64,0.03693379
[64],softmax,100,0.0001,128,0.054814555
[64],softmax,100,0.0001,256,0.100584604
[64],softmax,100,0.0001,512,0.10961764
[64],softmax,250,10.0,16,
[64],softmax,250,10.0,32,
[64],softmax,250,10.0,64,
[64],softmax,250,10.0,128,
[64],softmax,250,10.0,256,
[64],softmax,250,10.0,512,
[64],softmax,250,1.0,16,
[64],softmax,250,1.0,32,
[64],softmax,250,1.0,64,
[64],softmax,250,1.0,128,
[64],softmax,250,1.0,256,
[64],softmax,250,1.0,512,
[64],softmax,250,0.1,16,0.013053716
[64],softmax,250,0.1,32,0.014460726
[64],softmax,250,0.1,64,0.014588901
[64],softmax,250,0.1,128,0.015436064
[64],softmax,250,0.1,256,0.01695996
[64],softmax,250,0.1,512,0.018488891
[64],softmax,250,0.01,16,0.015178352
[64],softmax,250,0.01,32,0.016646538
[64],softmax,250,0.01,64,0.01915475
[64],softmax,250,0.01,128,0.020061446
[64],softmax,250,0.01,256,0.021092905
[64],softmax,250,0.01,512,0.02124923
[64],softmax,250,0.001,16,0.020541662
[64],softmax,250,0.001,32,0.021324223
[64],softmax,250,0.001,64,0.02168598
[64],softmax,250,0.001,128,0.021948166
[64],softmax,250,0.001,256,0.021886585
[64],softmax,250,0.001,512,0.021728158
[64],softmax,250,0.0001,16,0.021764953
[64],softmax,250,0.0001,32,0.021206276
[64],softmax,250,0.0001,64,0.021832919
[64],softmax,250,0.0001,128,0.026498305
[64],softmax,250,0.0001,256,0.0486875
[64],softmax,250,0.0001,512,0.10844433
[64],tanh,1,10.0,16,
[64],tanh,1,10.0,32,
[64],tanh,1,10.0,64,
[64],tanh,1,10.0,128,
[64],tanh,1,10.0,256,
[64],tanh,1,10.0,512,inf
[64],tanh,1,1.0,16,
[64],tanh,1,1.0,32,
[64],tanh,1,1.0,64,
[64],tanh,1,1.0,128,
[64],tanh,1,1.0,256,
[64],tanh,1,1.0,512,3.9727372e+24
[64],tanh,1,0.1,16,0.017335925
[64],tanh,1,0.1,32,0.018080385
[64],tanh,1,0.1,64,0.017224133
[64],tanh,1,0.1,128,0.016601719
[64],tanh,1,0.1,256,0.019390855
[64],tanh,1,0.1,512,0.018481238
[64],tanh,1,0.01,16,0.017042775
[64],tanh,1,0.01,32,0.017979778
[64],tanh,1,0.01,64,0.02010366
[64],tanh,1,0.01,128,0.02644955
[64],tanh,1,0.01,256,0.070189044
[64],tanh,1,0.01,512,0.21348722
[64],tanh,1,0.001,16,0.046319924
[64],tanh,1,0.001,32,0.076645374
[64],tanh,1,0.001,64,0.1472335
[64],tanh,1,0.001,128,0.25016168
[64],tanh,1,0.001,256,0.24053814
[64],tanh,1,0.001,512,0.21783955
[64],tanh,1,0.0001,16,0.32377997
[64],tanh,1,0.0001,32,0.23182787
[64],tanh,1,0.0001,64,0.27346447
[64],tanh,1,0.0001,128,0.59952086
[64],tanh,1,0.0001,256,0.28884548
[64],tanh,1,0.0001,512,0.32056132
[64],tanh,10,10.0,16,
[64],tanh,10,10.0,32,
[64],tanh,10,10.0,64,
[64],tanh,10,10.0,128,
[64],tanh,10,10.0,256,
[64],tanh,10,10.0,512,
[64],tanh,10,1.0,16,
[64],tanh,10,1.0,32,
[64],tanh,10,1.0,64,
[64],tanh,10,1.0,128,
[64],tanh,10,1.0,256,
[64],tanh,10,1.0,512,
[64],tanh,10,0.1,16,0.033092182
[64],tanh,10,0.1,32,0.019493166
[64],tanh,10,0.1,64,0.015235016
[64],tanh,10,0.1,128,0.016029704
[64],tanh,10,0.1,256,0.01616679
[64],tanh,10,0.1,512,0.01633541
[64],tanh,10,0.01,16,0.016941268
[64],tanh,10,0.01,32,0.015771538
[64],tanh,10,0.01,64,0.017112099
[64],tanh,10,0.01,128,0.016378397
[64],tanh,10,0.01,256,0.017472683
[64],tanh,10,0.01,512,0.018040998
[64],tanh,10,0.001,16,0.016415227
[64],tanh,10,0.001,32,0.017530004
[64],tanh,10,0.001,64,0.022052648
[64],tanh,10,0.001,128,0.039048854
[64],tanh,10,0.001,256,0.09513339
[64],tanh,10,0.001,512,0.12964767
[64],tanh,10,0.0001,16,0.041937344
[64],tanh,10,0.0001,32,0.088963576
[64],tanh,10,0.0001,64,0.2265313
[64],tanh,10,0.0001,128,0.29643723
[64],tanh,10,0.0001,256,0.14914617
[64],tanh,10,0.0001,512,0.31668764
[64],tanh,25,10.0,16,
[64],tanh,25,10.0,32,
[64],tanh,25,10.0,64,
[64],tanh,25,10.0,128,
[64],tanh,25,10.0,256,
[64],tanh,25,10.0,512,
[64],tanh,25,1.0,16,
[64],tanh,25,1.0,32,
[64],tanh,25,1.0,64,
[64],tanh,25,1.0,128,
[64],tanh,25,1.0,256,
[64],tanh,25,1.0,512,
[64],tanh,25,0.1,16,0.022227913
[64],tanh,25,0.1,32,0.031507593
[64],tanh,25,0.1,64,0.0146535
[64],tanh,25,0.1,128,0.015163109
[64],tanh,25,0.1,256,0.015237024
[64],tanh,25,0.1,512,0.015886791
[64],tanh,25,0.01,16,0.014778109
[64],tanh,25,0.01,32,0.015333026
[64],tanh,25,0.01,64,0.016098589
[64],tanh,25,0.01,128,0.016707709
[64],tanh,25,0.01,256,0.017398935
[64],tanh,25,0.01,512,0.016668016
[64],tanh,25,0.001,16,0.016694773
[64],tanh,25,0.001,32,0.017220637
[64],tanh,25,0.001,64,0.016896455
[64],tanh,25,0.001,128,0.019355098
[64],tanh,25,0.001,256,0.02208244
[64],tanh,25,0.001,512,0.05817955
[64],tanh,25,0.0001,16,0.02129394
[64],tanh,25,0.0001,32,0.034197234
[64],tanh,25,0.0001,64,0.067957215
[64],tanh,25,0.0001,128,0.15577635
[64],tanh,25,0.0001,256,0.14841674
[64],tanh,25,0.0001,512,0.36716846
[64],tanh,50,10.0,16,
[64],tanh,50,10.0,32,
[64],tanh,50,10.0,64,
[64],tanh,50,10.0,128,
[64],tanh,50,10.0,256,
[64],tanh,50,10.0,512,
[64],tanh,50,1.0,16,
[64],tanh,50,1.0,32,
[64],tanh,50,1.0,64,
[64],tanh,50,1.0,128,
[64],tanh,50,1.0,256,
[64],tanh,50,1.0,512,
[64],tanh,50,0.1,16,0.015302499
[64],tanh,50,0.1,32,0.014544915
[64],tanh,50,0.1,64,0.014464002
[64],tanh,50,0.1,128,0.014971436
[64],tanh,50,0.1,256,0.01482168
[64],tanh,50,0.1,512,0.01551731
[64],tanh,50,0.01,16,0.01426369
[64],tanh,50,0.01,32,0.01525301
[64],tanh,50,0.01,64,0.015172999
[64],tanh,50,0.01,128,0.015453387
[64],tanh,50,0.01,256,0.016210832
[64],tanh,50,0.01,512,0.016545203
[64],tanh,50,0.001,16,0.015569993
[64],tanh,50,0.001,32,0.01569288
[64],tanh,50,0.001,64,0.017135026
[64],tanh,50,0.001,128,0.019074585
[64],tanh,50,0.001,256,0.018784566
[64],tanh,50,0.001,512,0.028558845
[64],tanh,50,0.0001,16,0.017541492
[64],tanh,50,0.0001,32,0.018069055
[64],tanh,50,0.0001,64,0.02880253
[64],tanh,50,0.0001,128,0.08241457
[64],tanh,50,0.0001,256,0.11340169
[64],tanh,50,0.0001,512,0.1784127
[64],tanh,100,10.0,16,
[64],tanh,100,10.0,32,
[64],tanh,100,10.0,64,
[64],tanh,100,10.0,128,
[64],tanh,100,10.0,256,
[64],tanh,100,10.0,512,
[64],tanh,100,1.0,16,
[64],tanh,100,1.0,32,
[64],tanh,100,1.0,64,
[64],tanh,100,1.0,128,
[64],tanh,100,1.0,256,
[64],tanh,100,1.0,512,
[64],tanh,100,0.1,16,0.016949547
[64],tanh,100,0.1,32,0.023124274
[64],tanh,100,0.1,64,0.014087274
[64],tanh,100,0.1,128,0.013476647
[64],tanh,100,0.1,256,0.01472995
[64],tanh,100,0.1,512,0.014478958
[64],tanh,100,0.01,16,0.013756942
[64],tanh,100,0.01,32,0.014512127
[64],tanh,100,0.01,64,0.0147319
[64],tanh,100,0.01,128,0.015382487
[64],tanh,100,0.01,256,0.015895447
[64],tanh,100,0.01,512,0.016172003
[64],tanh,100,0.001,16,0.014985997
[64],tanh,100,0.001,32,0.016189884
[64],tanh,100,0.001,64,0.016364912
[64],tanh,100,0.001,128,0.016681857
[64],tanh,100,0.001,256,0.017972527
[64],tanh,100,0.001,512,0.018623909
[64],tanh,100,0.0001,16,0.017741391
[64],tanh,100,0.0001,32,0.017045002
[64],tanh,100,0.0001,64,0.020851579
[64],tanh,100,0.0001,128,0.024925986
[64],tanh,100,0.0001,256,0.07208261
[64],tanh,100,0.0001,512,0.11378693
[64],tanh,250,10.0,16,
[64],tanh,250,10.0,32,
[64],tanh,250,10.0,64,
[64],tanh,250,10.0,128,
[64],tanh,250,10.0,256,
[64],tanh,250,10.0,512,
[64],tanh,250,1.0,16,
[64],tanh,250,1.0,32,
[64],tanh,250,1.0,64,
[64],tanh,250,1.0,128,
[64],tanh,250,1.0,256,
[64],tanh,250,1.0,512,
[64],tanh,250,0.1,16,0.01219155
[64],tanh,250,0.1,32,0.020579698
[64],tanh,250,0.1,64,0.012726009
[64],tanh,250,0.1,128,0.013022818
[64],tanh,250,0.1,256,0.013400575
[64],tanh,250,0.1,512,0.013924358
[64],tanh,250,0.01,16,0.013515579
[64],tanh,250,0.01,32,0.013472617
[64],tanh,250,0.01,64,0.013823319
[64],tanh,250,0.01,128,0.014471868
[64],tanh,250,0.01,256,0.015062028
[64],tanh,250,0.01,512,0.01581601
[64],tanh,250,0.001,16,0.014890528
[64],tanh,250,0.001,32,0.015375831
[64],tanh,250,0.001,64,0.016441386
[64],tanh,250,0.001,128,0.016648522
[64],tanh,250,0.001,256,0.01608576
[64],tanh,250,0.001,512,0.01807096
[64],tanh,250,0.0001,16,0.01695678
[64],tanh,250,0.0001,32,0.016666718
[64],tanh,250,0.0001,64,0.018151298
[64],tanh,250,0.0001,128,0.01799148
[64],tanh,250,0.0001,256,0.020442974
[64],tanh,250,0.0001,512,0.04995896
